,address,business_id,city,is_open,latitude,longitude,name,postal_code,review_count,stars,state,Sunday_Open,Sunday_Close,Monday_Open,Monday_Close,Tuesday_Open,Tuesday_Close,Wednesday_Open,Wednesday_Close,Thursday_Open,Thursday_Close,Friday_Open,Friday_Close,Saturday_Open,Saturday_Close,Noise Level,Attire,Alcohol,Price_Range,Delivery,Outdoor_Seating,Drive-Thru,Good_for_Groups,Has_TV,Caters,Waiter_Service,Good_for_Kids,Accepts_Credit_Cards,Takes_Reservations,Wi_Fi,Happy_Hour,Good_for_Dancing,Smoking,BYOB,Corkage,Take_Out,Coat_Check,Parking_Street,Parking_Valet,Parking_Lot,Parking_Garage,Parking_Validated,Music_DJ,Music_Karaoke,Music_Video,Music_Live,Music_Jukebox,Music_Background_Music,Is_Restaurants,Sandwiches,Fast Food,Nightlife,Pizza,Bars,Mexican,Food,American (Traditional),Burgers,Chinese,Italian,American (New),Breakfast & Brunch,Thai,Indian,Sushi Bars,Korean,Mediterranean,Japanese,Seafood,Middle Eastern,Pakistani,Barbeque,Vietnamese,Asian Fusion,Diners,Greek,Vegetarian
6413,8899 S Eastern Ave,eS76100l3h7Ollb5s3_M4A,Las Vegas,1,36.0280976,-115.11891370000001,Madhouse Coffee,89123,271,4.0,NV,7,1,6,2,6,2,6,2,6,2,6,2,7,2,,,'none',,,,,,,True,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6414,"1757 E Baseline Rd, Ste 118",jwy8e-QOVEz6mHDACkGL9w,Gilbert,1,33.3781849,-111.79363490000001,Wealth Guardian Group,85233,9,5.0,AZ,0,0,0,0,9,1,9,1,9,1,9,1,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6415,471 Cosburn Avenue,Vl7knG5rR45zT97JdkCmMQ,Toronto,0,43.6928272,-79.3339954,Corrado's Authentic Italian Cuisine,M4J 2N5,5,4.0,ON,0,0,11,2,11,2,11,2,11,2,11,2,16,2,,,u'none',,,,,,,True,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6416,"8390 E Via De Ventura, F 114",6ZjHmQYWCaJuF4QffmlspQ,Scottsdale,1,33.554756299999994,-111.8992909,VIP BN Nail & Spa,85258,82,4.5,AZ,10,1,0,0,9,1,9,1,9,1,9,1,9,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6417,"4215 Spring Mountain Rd, Ste B205",Voy_shxcm2YnHQOtfUj1KQ,Las Vegas,1,36.125380799999995,-115.1959803,Spicy City,89102,67,2.5,NV,10,0,10,0,10,0,10,0,10,0,10,0,10,0,,,u'beer_and_wine',,,,,,,False,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6418,10545 S Eastern Ave,lJbxx9ym2CSzT0u7Xv3JAg,Henderson,1,35.9990681,-115.1068783,Lash Spa Studio,89052,16,4.0,NV,10,1,10,1,10,1,10,1,10,1,10,1,10,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6419,"1130 Perry Hwy, Ste 26",jhP9rUsV-KvgHu1n--7Q3w,Pittsburgh,1,40.5477169,-80.0355297,Khoo's Garden,15237,27,3.5,PA,12,2,11,2,11,2,11,2,11,2,11,2,11,2,,,u'none',,,,,,,True,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6420,3520 Marion Ave,asfKXWMfhjvtJLJtaP9R2A,Finleyville,1,40.2526833,-80.00500629999999,Affordable Care Veterinary Clinic,15332,5,4.0,PA,0,0,8,1,8,1,8,1,8,1,8,1,8,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6421,415 N Neil St,vqEtZ7CtNB9G8WMzjwJA2g,Champaign,0,40.119807,-88.2438559,Wedge Tequila Bar & Grill,61820,125,3.5,IL,11,2,0,0,11,2,11,2,11,2,11,2,11,2,,,u'full_bar',,,,,,,False,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6422,1576 Ch Du Fer-A-Cheval,BdUsYiQX8zgwKoHyXWDyIA,Sainte-Julie,1,45.5891031,-73.3265437,Pneus Chartrand Mecanique,J3E 1Y2,4,2.0,QC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6423,1937 E Renee Dr,I1EpcP1I3e9vZwYzZGUOLQ,Phoenix,1,33.6552483,-112.0409767,AmPm Auto Transport,85024,3,3.0,AZ,0,0,7,1,8,1,8,1,8,1,8,1,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6424,3941 E Meadowbrook Ave,IkArs0T3Uxb7epPf3wWCPA,Phoenix,1,33.503246000000004,-111.996302,Arcadia Animal Clinic,85018,74,4.5,AZ,0,0,8,1,8,1,8,1,8,1,8,1,8,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6425,800 Dundas Street E,Gg6APGKTHAiuKieLV2iSnA,Mississauga,1,43.596545899999995,-79.5967753,Golden Dough,L4Y 2B6,17,3.5,ON,8,2,8,2,8,2,8,2,8,2,8,2,8,2,,,'none',,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6426,"1425 W Elliot Rd, Ste 103",wi2zmt1W_hUjBe1c71lIUg,Gilbert,1,33.3485966,-111.82063909999998,Terry and Adrianne Lynch - Sold by the Lynchs,85297,8,5.0,AZ,7,2,7,2,7,2,7,2,7,2,7,2,7,2,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6427,129 17 Avenue SE,7i2dlflKWhVzKUrEYt_kYQ,Calgary,0,51.0378166,-114.06156399999999,Bert & Jack's Automotive Service,T2G 1H3,5,5.0,AB,0,0,7,1,7,1,7,1,7,1,7,1,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6428,372 Butler St,oITu5Qwnmv0hsEMc21XjXw,Pittsburgh,0,40.4968566,-79.9436517,The Chef's Table at Quickhatch,15223,5,4.0,PA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6429,81 Church St,wYFQMJytgwoMuan0Aa4ByA,Toronto,0,43.6517653,-79.37501850000001,Ivory Thailand,M5C 2G2,11,3.5,ON,12,2,11,2,11,2,11,2,11,2,11,2,12,2,,,u'full_bar',,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6430,2039 W Bonanza Rd,Pz9r1GSwO6tl0y-HN_X1DA,Las Vegas,1,36.1767811,-115.1691995,Phenomenal Towing,89106,70,2.0,NV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6431,"1311 W Sunset Rd, Ste 105",lqtlUTDv8QWSZJn1WWnz2Q,Henderson,1,36.0631376,-115.04349450000001,The Joint Chiropractic,89014,76,4.0,NV,10,1,0,0,10,1,10,1,10,1,10,1,10,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6432,1100 Eglinton Avenue W,-ssULZ_nOuQfrlFv0NXJIQ,Toronto,1,43.699788833,-79.43186626149999,Empire Grill,M6C 2E2,14,3.5,ON,11,2,11,2,11,2,11,2,11,2,11,2,11,2,,,u'none',,,,,,,True,,,,,,,,u'outdoor',,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
6433,778 Annette Street,GNzgest08jZeq72UtSQ00Q,Toronto,1,43.658388099999996,-79.4876873,Eat Your Words,M6S 2E2,3,4.5,ON,11,1,0,0,0,0,11,1,11,1,11,1,11,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6434,1585 Dundas Street W,nwQq25Nuf-AmtHT9l0BXIw,Toronto,1,43.6497277,-79.4345802,Lula Lounge,M6K 1T9,47,3.0,ON,19,2,19,2,19,2,19,2,19,2,19,2,19,2,,,u'full_bar',,,,,,,False,,,,,,,,,,,,,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6435,1261 Som Center Rd,xua8JhTL-Kf7c-1wQJCl0w,Mayfield Heights,0,41.5261731,-81.43876329999999,Go! Bistro,44124,4,3.0,OH,9,1,11,2,11,2,11,2,11,2,11,2,11,2,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6436,7975 N Hayden Rd,_ZC2p-Rsn6CeK5h_KgECLw,Scottsdale,1,33.552980600000005,-111.8973812,Coldwell Banker Residential Brokerage,85258,14,5.0,AZ,9,6,8,6,8,6,8,6,8,6,8,6,9,6,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6437,3306 St Rose Park Way,9Vdw4l8lGRrUPXVxnJx41A,Henderson,1,35.9956722,-115.1319412,Colosseum Training Center,89052,8,5.0,NV,0,0,6,2,6,2,6,2,6,2,6,2,8,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6438,908 17 Avenue SW,Fz4Fv1Bi61Y07uBJiVDx5Q,Calgary,0,51.038028000000004,-114.08253400000001,Fuji Yama Japanese Restaurant,T2T 0A2,29,3.0,AB,12,2,11,0,11,0,11,0,11,0,11,2,12,2,,,u'full_bar',,,,,,,True,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6439,28450 Lorain Rd,4VoSuPqNPb4s_5CCKlt7mA,North Olmsted,1,41.4103494,-81.93719899999999,Mercedes-Benz of North Olmsted,44070,19,3.5,OH,9,1,9,2,9,1,9,1,9,2,9,2,9,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6440,325 S Maryland Pkwy,FvNDkvp1_3jrlXOgwKhCgA,Las Vegas,1,36.162377,-115.134451,Law Offices of William S Skupa,89101,5,4.5,NV,0,0,9,1,9,1,9,1,9,1,9,1,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6441,"235 Queens Quay W, Harbourfront Centre",BekE5N8XxnT3kcYA9tDqVA,Toronto,1,43.6390687,-79.3828906,The Natrel Rink,M5J 2G8,28,4.0,ON,10,2,10,2,10,2,10,2,10,2,10,2,10,2,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6442,397 Front Street W,OKKGIiRSizNYxoDygReXjw,Toronto,1,43.6425685,-79.39345959999999,Perfect Pitch Downtown Piano Lessons,M5V 3R5,4,5.0,ON,0,0,12,2,12,2,12,2,12,2,12,2,9,2,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6443,"7955 Blue Diamond Rd, Ste 105",KDFDCMd41uNwiXPptfzPww,Las Vegas,1,36.0183774,-115.26417179999999,ModernEyes Family Eye Care,89178,11,4.5,NV,0,0,0,0,9,1,9,1,9,1,9,1,9,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6444,"1500 Royal York Road, Unit 20 21",X5mxIQ1Ry_58QzuyUxV_Eg,Toronto,1,43.6916836,-79.5319995,Joyous Thai,M9P 3B6,8,2.5,ON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6445,3 Baldwin Street,_BAewGvIIzrNJtCzViIvSQ,Toronto,1,43.6561157,-79.39238409999999,Omai Restaurant,M5T 1L1,52,4.0,ON,0,0,0,0,17,2,17,2,17,2,17,0,17,0,,,u'beer_and_wine',,,,,,,False,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6446,1155 Washington Pike,4sRJvmKh43AqMRrjdwEdwA,Bridgeville,1,40.369471999999995,-80.1050829,Texas Roadhouse,15017,69,3.0,PA,11,2,11,2,11,2,11,2,11,2,11,2,11,2,,,u'full_bar',,,,,,,False,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6447,20017 N Main St,yI1YhZNk2VLRSyfE_DPRcg,Cornelius,0,35.481845,-80.858137,SweetCakes Bakery,28031,17,4.0,NC,0,0,0,0,10,1,10,1,10,1,10,1,10,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6448,6800 N 95th Ave,5CeDiENkfw0WCdLTeSx06A,Glendale,1,33.5340233484,-112.2671896219,Wilsons Leather,85305,3,4.5,AZ,11,1,10,2,10,2,10,2,10,2,10,2,10,2,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6449,5100 Erin Mills Parkway,HKao-hyqqkEu6o4rm2Q3Zw,Mississauga,1,43.5586447,-79.7115912,L'Attitudes Salon & Spa,L5M 4Z5,3,2.5,ON,11,1,9,2,9,2,9,2,9,2,9,2,9,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6450,11251 Andreola Ct,khtMC2-PQf_ylbRkWvnutw,Las Vegas,1,35.985149,-115.18538500000001,A to Z Indoor Care,89141,5,5.0,NV,8,1,8,1,8,1,8,1,8,1,8,1,8,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6451,750 S Millvale Ave,dfatcED1mMQqkjDr_u0RvA,Pittsburgh,1,40.455656,-79.9479933,Guardian Storage,15213,6,3.0,PA,0,0,9,1,9,1,0,0,9,1,9,1,9,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6452,,FUOU-YqfsGsaBZxgSiXWXg,Chandler,1,33.3260297,-111.8747445,Complete Mobile Home Service,85224,3,3.5,AZ,0,0,6,1,6,1,6,1,6,1,6,1,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6453,"10575 W Indian School Rd, Ste E-110",JvUlnK9j47e7U3VtWwE6Rg,Avondale,1,33.492868699999995,-112.28593670000001,Coco Reflexology Massage,85392,46,3.0,AZ,10,2,10,2,10,2,10,2,10,2,10,2,10,2,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6454,"3030 S Jones Blvd, Ste 105",-Tv0fTMRhbD0BuMiw-YH6g,Las Vegas,0,36.134355299999996,-115.22446240000001,My Left Foot Children's Therapy,89146,18,3.0,NV,8,2,8,2,8,2,8,2,8,2,8,2,8,2,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6455,77 King Street W,J0O7KtzHsEiApzXBQRDcLg,Toronto,1,43.6478979,-79.3820355,La Prep,M5K 1A1,6,3.0,ON,0,0,6,1,6,1,6,1,6,1,6,1,0,0,,,,,,,,,,True,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6456,883 Eglinton W,dVz19OnbCfi0pjlSNV0bgQ,Toronto,0,43.700675097600005,-79.4268789142,Rebekha Sushi 2 Go,M6C 2C1,3,4.5,ON,11,2,11,2,11,2,11,2,11,2,11,2,11,2,,,'none',,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6457,1415 Auburn Bay Circle SE,PQ0Bvo1cTqKDaCL1nC8krQ,Calgary,1,50.8852551,-113.95320579999999,Coastal Bliss Day Spa,T3M 1S6,3,2.5,AB,8,2,8,2,8,2,8,2,8,2,8,2,8,2,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6458,"3663 Las Vegas Blvd S, Ste 385",qHFag0AoN6ZP7XKafiRPvA,Las Vegas,0,36.110792,-115.17141299999999,ANGL,89109,6,3.5,NV,10,2,10,2,10,2,10,2,10,2,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6459,6421 Saltsburg Rd,rVNbAHFsrm1kCdZsf8CLQw,Pittsburgh,1,40.484171,-79.80946290000001,McVAY PLUMBING COMPANY,15235,6,2.5,PA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6460,"20280 N 59th Ave, Ste 119",cC4_BKJARFbGu0I25K_Sww,Glendale,1,33.6704395,-112.1881507,The Coffee Bean & Tea Leaf,85308,50,3.5,AZ,6,1,5,1,5,1,5,1,5,2,5,2,6,2,,,'none',,,,,,,False,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6461,2747 E Indian School Rd,bQpWGrQAKT0Zy8BOIp_xGg,Phoenix,0,33.4949038,-112.02208449999999,Krispy Kreme,85016,6,2.0,AZ,5,1,5,1,5,1,5,1,5,1,5,1,5,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6462,3871 S Valley View Blvd,AkVmlWrFs8Zxop0Azhc-5g,Las Vegas,1,36.119633,-115.191294,Deltour Tax,89103,3,3.0,NV,9,1,8,1,8,1,8,1,8,1,8,1,8,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6463,299 Augusta Avenue,zHDWcPmcisjLy___skehFA,Toronto,0,43.6563609,-79.40268259999999,Bread & Circus,M5T,3,3.5,ON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,u'full_bar',,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6464,52 S San Marcos Pl,9T_P4huULnjsAcp-7DxFJw,Chandler,1,33.3028408,-111.84234950000001,Country Clipper Barber Shop,85225,24,4.5,AZ,0,0,0,0,8,1,8,1,8,1,8,1,8,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6465,1001 Nevada Hwy,RTC5xhGL9knYQ_sbvJVGQw,Boulder City,1,35.974402000000005,-114.844406,Doug Scheppmann - State Farm Insurance Agent,89005,3,3.5,NV,0,0,8,1,8,1,8,1,8,1,8,1,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6466,4404 Sources Boulevard,tthOKLpeBZXkEEbqHMfueQ,Dollard-Des-Ormeaux,1,45.4976268671,-73.811904504,Bagel De L'ouest,H8Y 3B7,3,5.0,QC,6,2,6,2,6,2,6,2,6,2,6,2,6,2,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6467,4435 Park Rd,2S6p5ICNswz_EdgcZk76qQ,Charlotte,1,35.170890899999996,-80.8504498,Duckworth's Kitchen & Taphouse,28209,353,4.0,NC,11,2,11,0,11,0,11,0,11,0,11,0,11,0,,,u'full_bar',,,,,,,False,,,,,,,,u'outdoor',,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6468,,AW69hL8XFlsihMysz9YZeA,Scottsdale,1,33.68030039999999,-111.8330106,American Turf,85255,4,2.0,AZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6469,6950 E Chauncey Ln,cMFZRp20fwsljCwI4BRLyg,Phoenix,1,33.6521895,-111.9305908,Scottsdale Perinatal Associates,85054,3,5.0,AZ,0,0,9,1,9,1,9,1,9,1,9,1,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6470,150 S 22nd St,91i4kKfpm9BcsNJcFF0KJw,Pittsburgh,0,40.440624799999995,-79.9958864,Pedal Power Tours,15203,3,3.5,PA,10,0,10,0,10,0,10,0,10,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
